Tên,Giá máy mới,Giá máy cũ,CPU,RAM,Tốc độ CPU,Tốc độ tối đa,Loại RAM,Tốc độ Bus RAM,Số nhân,Số luồng,Kích thước màn hình,Ổ cứng,Công nghệ màn hình,Độ phân giải,Công nghệ âm thanh,Card đồ họa,Cổng giao tiếp,WiFi,Bluetooth,Camera,Hệ điều hành,Kích thước,Trọng lượng,Thông tin Pin,Khe đọc thẻ nhớ,Nhà bán,Là máy cũ
Laptop Acer Nitro 5 Gaming AN515 57 5831 i5 11400H/8GB/512GB/6GB RTX3060/144Hz/Win10 (NH.QDGSV.003),31990000,0,Intel Core i5 Tiger Lake - 11400H,8,2.7,4.5,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200,6,12,15.6,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)
Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)
Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Tấm nền IPS
LED Backlit
Acer ComfyView",Full HD (1920 x 1080),Acer TrueHarmony DTS X:Ultra Audio,"Card rời - NVIDIA GeForce RTX 3060, 6 GB","Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
LAN (RJ45)
USB Type-C",Wi-Fi 6 (802.11ax) ,Bluetooth 5.1,HD webcam,Windows 10 Home SL,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm,2.2,"4-cell Li-ion, 57 Wh",,Điện máy xanh,0
Laptop Apple MacBook Pro M1 2020 8GB/256GB,34990000,0,Apple M1,8,,,,,,,13.3,256 GB SSD,"500 nits brightness
LED Backlit
Retina
True Tone Technology
Tấm nền IPS",Retina (2560 x 1600),"3 microphones
Dolby Atmos
Loa kép (2 kênh)",Card tích hợp - 8 nhân GPU,2 x Thunderbolt 3 (USB-C) Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Bluetooth 5.0,HD webcam,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm,1.4,Khoảng 10 tiếng,,Điện máy xanh,0
Laptop Apple MacBook Air M1 2020 8GB/256GB/7-core GPU,28990000,0,Apple M1,8,,,,,,,13.3,256 GB SSD,"400 nits
Công nghệ IPS
LED Backlit
True Tone Technology",Retina (2560 x 1600),"3 microphones
Headphones
Loa kép (2 kênh)",Card tích hợp - 7 nhân GPU,2 x Thunderbolt 3 (USB-C) Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Bluetooth 5.0,720p FaceTime Camera,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 4.1 mm đến 16.1 mm,1.29,Khoảng 10 tiếng,,Điện máy xanh,0
Laptop Apple MacBook Pro M1 2020 16GB/512GB,44990000,0,Apple M1,16,,,,,,,13.3,512 GB SSD,"500 nits brightness
LED Backlit
Retina
True Tone Technology
Tấm nền IPS",Retina (2560 x 1600),"3 microphones
Dolby Atmos
Loa kép (2 kênh)",Card tích hợp - 8 nhân GPU,2 x Thunderbolt 3 (USB-C) Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Bluetooth 5.0,HD webcam,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm,1.4,Khoảng 10 tiếng,,Điện máy xanh,0
Laptop Acer Nitro 5 Gaming AN515 57 50FT i5 11400H/16GB/512GB/4GB RTX3050/144Hz/Win10 (NH.QD8SV.003),26490000,0,Intel Core i5 Tiger Lake - 11400H,16,2.7,4.5,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200,6,12,15.6,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)
Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)
Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Tấm nền IPS
LED Backlit
Acer ComfyView",Full HD (1920 x 1080),Acer TrueHarmony DTS X:Ultra Audio,"Card rời - NVIDIA GeForce RTX3050, 4 GB","Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
LAN (RJ45)
USB Type-C",Wi-Fi 6 (802.11ax) ,Bluetooth 5.1,HD webcam,Windows 10 Home SL,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm,2.2,"4-cell Li-ion, 57 Wh",,Điện máy xanh,0
Laptop HP Envy 13 ba1030TU i7 1165G7/8GB/512GB/Office H&S2019/Win10 (2K0B6PA),30490000,0,Intel Core i7 Tiger Lake - 1165G7,8,2.8,4.7,DDR4 (On board),2933,4,8,13.3,512 GB SSD NVMe PCIe,"400 nits
Tấm nền IPS
Wled-backlit",Full HD (1920 x 1080),Bang & Olufsen audio,Card tích hợp - Intel Iris Xe Graphics,"2 x USB 3.1
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Wi-Fi 6 (802.11ax),Bluetooth 5.0,HD webcam,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm,1.236,3-cell Li-ion,Micro SD,Điện máy xanh,0
Laptop Asus TUF Gaming FX706HC i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HX003T),26690000,0,Intel Core i5 Tiger Lake - 11400H,8,2.7,4.5,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200,6,12,17.3,512 GB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Tấm nền IPS
Chống chói Anti Glare
250 nits",Full HD (1920 x 1080),DTS Audio,"Card rời - NVIDIA GeForce RTX3050, 4 GB","Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
3 x USB 3.2
HDMI
LAN (RJ45)",Wi-Fi 6 (802.11ax),Bluetooth 5.2,HD webcam,Windows 10 Home SL,Dài 399 mm - Rộng 269 mm - Dày 23.9 mm,2.6,"3-cell Li-ion, 48 Wh",,Điện máy xanh,0
Laptop Asus TUF Gaming FX516PE i7 11370H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (HN005T),29490000,0,Intel Core i7 Tiger Lake - 11370H,8,3.3,4.8,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200,4,8,15.6,512 GB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Tấm nền IPS
Chống chói Anti Glare
Adaptive-Sync
250 nits",Full HD (1920 x 1080),Stereo speakers DTS X:Ultra Audio,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB","Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
3 x USB 3.2
HDMI
LAN (RJ45)",Wi-Fi 6 (802.11ax) ,Bluetooth 5.1,Không tích hợp,Windows 10 Home SL,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm,2,"4-cell Li-ion, 76 Wh",,Điện máy xanh,0
Laptop Dell Inspiron 7400 i5 1135G7/16GB/512GB/2GB MX350/Win10 (N4I5134W),30090000,0,Intel Core i5 Tiger Lake - 1135G7,16,2.4,4.2,LPDDR4X (On board),4267,4,8,14,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","100% sRGB
Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",QHD+ (2560 x 1600),High Definition (HD) Audio,"Card rời - NVIDIA GeForce MX350, 2 GB","2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C",Wi-Fi 6 (802.11ax) ,Bluetooth 5.1,HD webcam,Windows 10 Home SL,Dài 321.7 mm - Rộng 224.5 mm - Dày 16.75 mm,1.35,"4-cell Li-ion, 52 Wh",Micro SD,Điện máy xanh,0
Laptop Acer Nitro 5 Gaming AN515 56 5256 i5 11300H/16GB/512GB/4GB GTX1650/144Hz/Win10 (NH.QBZSV.005),24990000,0,Intel Core i5 Tiger Lake - 11300H,16,3.1,4.4,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200,4,8,15.6,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)
Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)
Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Acer ComfyView
LED Backlit
TFT",Full HD (1920 x 1080),DTS X:Ultra Audio,Card rời - NVIDIA GeForce GTX 1650 4 GB,"3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Wi-Fi 6 (802.11ax) ,Bluetooth 5.1,HD webcam,Windows 10 Home SL,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm,2.2,"4-cell Li-ion, 57 Wh",,Điện máy xanh,0
Laptop MSI Gaming GF65 Thin 10UE i5 10500H/16GB/512GB/6GB RTX3060 Max-Q/144Hz/Balo/Win10 (286VN),29090000,0,Intel Core i5 Comet Lake - 10500H,,2.5,4.5,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200,6,12,15.6,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)",Chống chói Anti Glare Tấm nền IPS,Full HD (1920 x 1080),Nahimic Audio Realtek High Definition Audio,"Card rời - NVIDIA GeForce RTX 3060 Max-Q, 6 GB","2 x USB 3.2
2 x USB Type-C
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)",Wi-Fi 6 (802.11ax) ,Bluetooth 5.1,HD webcam,Windows 10 Home SL,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm,1.86,"3-cell Li-ion, 51 Wh",,Điện máy xanh,0
Laptop MSI Gaming GF63 Thin 10SC i5 10500H/8GB/512GB/4GB GTX1650 Max-Q/144Hz/Balo/Chuột/Win10 (622VN),20990000,0,Intel Core i5 Comet Lake - 10500H,8,2.5,4.5,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200,6,12,15.6,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Chống chói Anti Glare Công nghệ IPS,Full HD (1920 x 1080),Hi-Res Audio Nahimic Audio,Card rời - GeForce GTX 1650 Max-Q Design,"3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Wi-Fi 6 (802.11ax) ,Bluetooth 5.1,HD webcam,Windows 10 Home SL,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm,1.86,"3-cell Li-ion, 51 Wh",,Điện máy xanh,0
Laptop MSI Gaming GE66 Raider 11UH i7 11800H/32GB/2TB SSD/16GB RTX3080/240Hz/Balo/Chuột/Win10 (259VN),77990000,0,Intel Core i7 Tiger Lake - 11800H,32,2.3,4.6,DDR4 2 khe (1 khe 16GB + 1 khe 16GB),3200,8,16,15.6,2 TB SSD NVMe PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB),"100% DCI-P3
Tấm nền IPS
Chống chói Anti Glare",QHD (2560 x 1440),"Sound by Dynaudio
Hi-Res Audio
Nahimic Audio","Card rời - NVIDIA GeForce RTX 3080, 16 GB","Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
3 x USB 3.2
HDMI
LAN (RJ45)
Mini DisplayPort
USB Type-C",Wi-Fi 6E (802.11ax),Bluetooth 5.2,FHD (30fps@1080p),Windows 10 Home SL,Dài 358 mm - Rộng 267 mm - Dày 23.4 mm,2.38,"4-cell, 99.9 Wh",SD,Điện máy xanh,0
Laptop MSI Gaming GS66 Stealth 11UG i7 11800H/32GB/2TB SSD/8GB RTX3070 Max-Q/360Hz/Balo/Chuột/Win10 (219VN),64990000,0,Intel Core i7 Tiger Lake - 11800H,32,2.3,4.6,DDR4 2 khe (1 khe 16GB + 1 khe 16GB),3200,8,16,15.6,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB) 2 TB SSD NVMe PCIe,"100% sRGB
Chống chói Anti Glare
Tấm nền IPS",Full HD (1920 x 1080),Hi-Res Audio Nahimic Audio,"Card rời - NVIDIA GeForce RTX 3070 Max-Q, 8 GB","3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
Thunderbolt 4 USB-C
USB Type-C",Wi-Fi 6E (802.11ax),Bluetooth 5.2,Camera IR,Windows 10 Home SL,Dài 358.3 mm - Rộng 248 mm - Dày 19.8 mm,2.1,"4-cell, 99.9 Wh",,Điện máy xanh,0
Laptop Dell XPS 13 9310 i7 1165G7/16GB/512GB/Touch/Pen/Office H&S2019/Win10 (JGNH62),59490000,0,Intel Core i7 Tiger Lake - 1165G7,16,2.8,4.7,LPDDR4X (On board),4267,4,8,13.4,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",500 nits brightness InfinityEdge display,4K/UHD+ (3840 x 2400),Realtek High Definition Audio Waves MaxxAudio,Card tích hợp - Intel Iris Xe Graphics,2 x Thunderbolt 4 USB-C Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Bluetooth 5.0 ,HD webcam,Windows 10 Home SL,Dài 295.7 mm - Rộng 198.7 mm - Dày 14.8 mm,1.27,4-cell Li-ion,Micro SD,Điện máy xanh,0
Laptop MSI Gaming GE66 Raider 11UG i7 11800H/16GB/2TB SSD/8GB RTX3070/360Hz/Balo/Chuột/Win10 (258VN),59990000,0,Intel Core i7 Tiger Lake - 11800H,16,2.3,4.6,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200,8,16,15.6,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB) 2 TB SSD NVMe PCIe,"100% sRGB
Chống chói Anti Glare
Tấm nền IPS",Full HD (1920 x 1080),"Hi-Res Audio
Nahimic Audio
Sound by Dynaudio","Card rời - NVIDIA GeForce RTX 3070, 8 GB","3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
Mini DisplayPort
Thunderbolt 4 USB-C
USB Type-C",Wi-Fi 6E (802.11ax),Bluetooth 5.2,FHD (30fps@1080p),Windows 10 Home SL,Dài 358 mm - Rộng 267 mm - Dày 23.4 mm,2.38,"4-cell, 99.9 Wh",SD,Điện máy xanh,0
Laptop HP Omen 15 ek0078TX i7 10750H/16GB/1TB SSD/8GB RTX2070 Max-Q/300Hz/Office H&S2019/Win10 (26Y68PA),55490000,0,Intel Core i7 Comet Lake - 10750H,16,2.6,5,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),2933,6,12,15.6,SSD 1 TB M.2 PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Tấm nền IPS
Chống chói Anti Glare
LED Backlit
100% sRGB",Full HD (1920 x 1080),"HP Audio Boost
Bang & Olufsen audio
DTS X:Ultra Audio","Card rời - NVIDIA GeForce RTX2070 With Max-Q Design, 8 GB","Jack tai nghe 3.5 mm
HDMI
LAN (RJ45)
Thunderbolt 3
Mini DisplayPort
3x SuperSpeed USB A",Wi-Fi 6 (802.11ax),Bluetooth 5.0 ,HD webcam,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,Dài 357.9 mm - Rộng 239.7 mm - Dày 22.5 mm,2.36,"6-cell Li-ion, 70.9 Wh",SD,Điện máy xanh,0
Laptop LG Gram 17 2021 i7 1165G7/16GB/1TB SSD/Win10 (17Z90P-G.AH78A5),54890000,0,Intel Core i7 Tiger Lake - 1165G7,16,2.8,4.7,LPDDR4X (On board),4266,4,8,17,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng SSD 1 TB M.2 PCIe,"60Hz
Chống chói Anti Glare
Tấm nền IPS",WQXGA (2560 x 1600),DTS X:Ultra Audio,Card tích hợp - Intel Iris Xe Graphics,"2 x Thunderbolt 4 USB-C
2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home Standard,Dài 380.2 mm - Rộng 260.1 mm - Dày 17.8 mm,1.35,"2-cell Li-ion, 80 Wh",Micro SD,Điện máy xanh,0
Laptop LG Gram 17 2021 i7 1165G7/16GB/512GB/Win10 (17Z90P-G.AH76A5),52890000,0,Intel Core i7 Tiger Lake - 1165G7,16,2.8,4.7,LPDDR4X (On board),4266,4,8,17,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 512 GB SSD NVMe PCIe,"60Hz
Chống chói Anti Glare
Tấm nền IPS",WQXGA (2560 x 1600),DTS X:Ultra Audio,Card tích hợp - Intel Iris Xe Graphics,"2 x Thunderbolt 4 USB-C
2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home Standard,Dài 380.2 mm - Rộng 260.1 mm - Dày 17.8 mm,1.35,"2-cell Li-ion, 80 Wh",Micro SD,Điện máy xanh,0
Laptop MSI Gaming GP76 11UG i7 11800H/16GB/1TB SSD/8GB RTX3070/240Hz/Balo/Chuột/Win10 (435VN),52990000,0,Intel Core i7 Tiger Lake - 11800H,16,2.3,4.6,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200,8,16,17.3,SSD 1 TB M.2 PCIe Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Tấm nền IPS,Full HD (1920 x 1080),Nahimic Audio,"Card rời - NVIDIA GeForce RTX 3070, 8 GB","Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
LAN (RJ45)
Mini DisplayPort",Wi-Fi 6 (802.11ax),Bluetooth 5.2 ,HD webcam,Windows 10 Home SL,Dài 397 mm - Rộng 284 mm - Dày 25.9 mm,2.9,"4-cell Li-ion, 65 Wh",SD,Điện máy xanh,0
Laptop Apple MacBook Pro M1 2020 16GB/1TB SSD,52990000,0,Apple M1,16,,,,,,,13.3,1 TB SSD,"500 nits brightness
LED Backlit
Retina
True Tone Technology
Tấm nền IPS",Retina (2560 x 1600),"3 microphones
Dolby Atmos
Loa kép (2 kênh)",Card tích hợp - 8 nhân GPU,2 x Thunderbolt 3 (USB-C) Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Bluetooth 5.0 ,HD webcam,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm,1.4,Khoảng 10 tiếng,,Điện máy xanh,0
Laptop LG Gram 16 2021 i7 1165G7/16GB/512GB/Win10 (16Z90P-G.AH75A5),50890000,0,Intel Core i7 Tiger Lake - 1165G7,16,2.8,4.7,LPDDR4X (On board),4266,4,8,16,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 512 GB SSD NVMe PCIe,Chống chói Anti Glare Tấm nền IPS,WQXGA (2560 x 1600),DTS X:Ultra Audio,Card tích hợp - Intel Iris Xe Graphics,"2 x Thunderbolt 4 USB-C
2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home Standard,Dài 355.9 mm - Rộng 243.4 mm - Dày 16.8 mm,1.19,"2-cell Li-ion, 80 Wh",Micro SD,Điện máy xanh,0
Laptop Acer Predator Triton 300 PT315 53 71DJ i7 11800H/16GB/512GB/8GB RTX3070/165Hz/Win10 (NH.QDSSV.001),49990000,0,Intel Core i7 Tiger Lake - 11800H,16,2.3,4.6,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200,8,16,15.6,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Acer ComfyView
Công nghệ IPS
LED Backlit
TFT",QHD (2560 x 1440),DTS X:Ultra Audio,"Card rời - NVIDIA GeForce RTX 3070, 8 GB","3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
Mini DisplayPort
Thunderbolt 4 USB-C",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home SL,Dài 353 mm - Rộng 255 mm - Dày 19.9 mm,2,"4-cell Li-ion, 59 Wh",,Điện máy xanh,0
Laptop Lenovo Yoga 9 14ITL5 i7/1185G7/16GB/1TB SSD/Touch/Pen/Win10 (82BG006EVN),49490000,0,Intel Core i7 Tiger Lake - 1185G7,16,3,4.8,LPDDR4 (On board),4266,4,8,14,SSD 1 TB M.2 PCIe,"500 nits Glossy
90% DCI-P3
HDR Vesa400
Tấm nền IPS",4K/UHD (3840 x 2160),Dolby Atmos Stereo speakers,Card tích hợp - Intel Iris Xe Graphics,"1 x USB 3.2
2 x Thunderbolt 4 USB-C
Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home SL,Dài 319.4 mm - Rộng 216.4 mm - Dày 15.7 mm,1.37,"Li-Polymer, 60 Wh",,Điện máy xanh,0
Laptop LG Gram 16 2021 i7 1165G7/16GB/256GB/Win10 (16Z90P-G.AH73A5),48890000,0,Intel Core i7 Tiger Lake - 1165G7,16,2.8,4.7,LPDDR4X (On board),4266,4,8,16,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 256 GB SSD NVMe PCIe,Chống chói Anti Glare Tấm nền IPS,WQXGA (2560 x 1600),DTS X:Ultra Audio,Card tích hợp - Intel Iris Xe Graphics,"2 x Thunderbolt 4 USB-C
2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home Standard,Dài 355.9 mm - Rộng 243.4 mm - Dày 16.8 mm,1.19,"2-cell Li-ion, 80 Wh",Micro SD,Điện máy xanh,0
Laptop LG Gram 14 2021 i7 1165G7/16GB/512GB/Win 10 (14Z90P-G.AH75A5),47890000,0,Intel Core i7 Tiger Lake - 1165G7,16,2.8,4.7,LPDDR4X (On board),4266,4,8,14,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng 512 GB SSD NVMe PCIe,Chống chói Anti Glare Tấm nền IPS,WUXGA (1920 x 1200),DTS X:Ultra Audio,Card tích hợp - Intel Iris Xe Graphics,"2 x Thunderbolt 4 USB-C
2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home Standard,Dài 313.4 mm - Rộng 215.2 mm - Dày 16.8 mm,0.999,"4-cell Li-ion, 72 Wh",Micro SD,Điện máy xanh,0
Laptop MSI Summit E16 Flip i7 1195G7/16GB/1TB SSD/4GB RTX3050/120Hz/Touch/Pen/Túi/Office365F/Win10 (082VN),46490000,0,Intel Core i7 Tiger Lake - 1195G7,16,2.9,5,LPDDR4X (8GB On board + 8GB On board),2133,4,8,16,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",100% DCI-P3 Tấm nền IPS,QHD+ (2560 x 1600),Nahimic Audio,"Card rời - NVIDIA GeForce RTX3050, 4 GB","2 x Thunderbolt 4 USB-C
2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm",Wi-Fi 6E (802.11ax),Bluetooth 5.2 ,Camera IR HD webcam,Windows 10 Home SL + Office 365 Family 1 năm,Dài 358.2 mm - Rộng 258.5 mm - Dày 16.9 mm,1.9,"4-cell, 82Wh",Micro SD,Điện máy xanh,0
Laptop Asus ROG Zephyrus G14 Alan Walker GA401QEC R9 5900HS/16GB 1TB/4GB RTX3050Ti/120Hz/Túi/Win10 (K2064T),44990000,0,AMD Ryzen 9 - 5900HS,16,3,4.6,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200,8,16,14,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe 3.0 mở rộng (nâng cấp dung lượng không giới hạn) 1 TB SSD M.2 PCIe 3.0 (Có thể tháo ra, lắp thanh khác dung lượng không giới hạn)","100% DCI-P3
Chống chói Anti Glare
Công nghệ IPS
Độ sáng 300 nits",QHD (2560 x 1440),Công nghệ Smart AMP Dolby Atmos,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB","1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC
2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
USB Type-C",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,Không tích hợp,Windows 10 Home SL,Dài 324 mm - Rộng 220 mm - Dày 19.9 mm,1.7,"4-cell Li-ion, 76 Wh",,Điện máy xanh,0
Laptop Acer Predator Triton 300 PT315 53 75LQ i7 11800H/16GB/512GB/6GB RTX3060/165Hz/Win10 (NH.QDQSV.001),43990000,0,Intel Core i7 Tiger Lake - 11800H,16,2.3,4.6,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200,8,16,15.6,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Acer ComfyView
Công nghệ IPS
LED Backlit
TFT",QHD (2560 x 1440),DTS X:Ultra Audio,"Card rời - NVIDIA GeForce RTX 3060, 6 GB","3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
Mini DisplayPort
Thunderbolt 4 USB-C",Wi-Fi 6 (802.11ax),Bluetooth 5.1 ,HD webcam,Windows 10 Home SL,Dài 353 mm - Rộng 255 mm - Dày 19.9 mm,2,"4-cell Li-ion, 59 Wh",,Điện máy xanh,0
Laptop HP EliteBook X360 830 G8 i7 1165G7/16GB/512GB/Touch/Pen/Win10 Pro (3G1A4PA),41390000,0,Intel Core i7 Tiger Lake - 1165G7,16,2.8,4.7,DDR4 (On board),3200,4,8,13.3,512 GB SSD NVMe PCIe,Tấm nền IPS Wled-backlit,Full HD (1920 x 1080),Bang & Olufsen audio,Card tích hợp - Intel Iris Xe Graphics,"2 x Thunderbolt 4 USB-C
2 x USB 3.1
HDMI
Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.0 ,HD webcam,Windows 10 Pro,Dài 307.6 mm - Rộng 205 mm - Dày 17.8 mm,1.476,"3-cell Li-ion, 53 Wh",,Điện máy xanh,0
Laptop MSI Summit E13 Flip i7 1185G7/16GB/1TB SSD/Touch/Túi/Pen/Win10 (211VN),39490000,0,Intel Core i7 Tiger Lake - 1185G7,16,3,4.8,LPDDR4 (On board),2133,4,8,13.4,1 TB SSD NVMe PCIe Gen4x4,"100% sRGB
500 nits Glossy
Tấm nền IPS",Full HD+ (1920 x 1200),Hi-Res Audio Nahimic Audio,Card tích hợp - Intel Iris Xe Graphics,"1 x USB 3.2
2 x Thunderbolt 4 USB-C
Jack tai nghe 3.5 mm
USB Type-C",Wi-Fi 6E (802.11ax),Bluetooth 5.2 ,Camera IR HD webcam,Windows 10 Home SL,Dài 300.2 mm - Rộng 222.25 mm - Dày 14.9 mm,1.35,"4-cell Li-ion, 70 Wh",Micro SD,Điện máy xanh,0
